scenario_id,scenario_label,policy,month,reward_mean,reward_std,rule40_mean,rule40_std,n,reward_ci95,rule40_ci95
oracle_v1,Oracle v1,oracle_v1,111,-20.95566386512771,11.32425189250003,-767.4606764332149,1001.2363752652304,2,15.694612397900675,1387.642819820539
oracle_v1,Oracle v1,oracle_v1,112,-23.47170254662982,7.773411789578804,-887.7743498583104,1161.9964754401835,2,10.773399091158591,1610.4449514972976
oracle_v1,Oracle v1,oracle_v1,113,-15.97470443976645,4.238722473032895,-993.7665690277812,1316.6465724797345,2,5.874569632328769,1824.7790508598328
oracle_v1,Oracle v1,oracle_v1,114,-20.98881281062885,11.297090058299641,-1214.1354310807706,1620.8575467300939,2,15.656968016281658,2246.3939507552714
oracle_v1,Oracle v1,oracle_v1,115,-16.001009896927176,4.208739407036193,-1205.3485287993933,1604.9509746488895,2,5.833015222926187,2224.3485665865296
oracle_v1,Oracle v1,oracle_v1,116,-23.51549076146469,7.728054638001593,-1390.426157873084,1862.8535739092893,2,10.710537286225708,2581.7833331589536
oracle_v1,Oracle v1,oracle_v1,117,-18.51138518554742,0.6632775864876812,-1405.9248225722113,1892.488822905232,2,0.9192558352603928,2622.855692792232
oracle_v1,Oracle v1,oracle_v1,118,-23.510670695418924,7.739564923122969,-1658.5779936061301,2249.488454541495,2,10.72648972752463,3117.631939197989
oracle_v1,Oracle v1,oracle_v1,119,-18.514879376797822,0.6628379211602405,-1708.4882238395244,2317.30950228185,2,0.9186464902048004,3211.6271158161785
oracle_v3,Oracle v3,oracle_v3,0,-6.92247283491802,0.0009291997859114641,-44.53082204365015,3.051974778827748,2,0.0012878052006023654,4.229821241754052
oracle_v3,Oracle v3,oracle_v3,1,-6.8917701147400265,0.010092219683425076,-39.53052552922931,18.71792745486662,2,0.013987102871733477,25.941723928864317
oracle_v3,Oracle v3,oracle_v3,2,-6.879189639501692,0.0020041552297675046,-64.95834462973286,13.593960364290385,2,0.002777617436897408,18.840267851270927
oracle_v3,Oracle v3,oracle_v3,3,-6.8546271636824585,0.029628658386272873,-50.94608890700367,37.020910599904454,2,0.04106322551429071,51.30836438455101
oracle_v3,Oracle v3,oracle_v3,4,-6.8232968317961795,0.05532223543450616,-44.8138452103004,33.908476221227225,2,0.0766727065392305,46.99475041243583
oracle_v3,Oracle v3,oracle_v3,5,-6.80363619317335,0.04968324046376742,-43.85167797101903,0.6878741182391711,2,0.06885745823677354,0.9533448890748842
oracle_v3,Oracle v3,oracle_v3,6,-6.772121923275239,0.0725168099260779,-37.323037992821035,27.590433320745298,2,0.10050317097554141,38.238389694069575
oracle_v3,Oracle v3,oracle_v3,7,-6.745056976462985,0.08605467591598633,-35.924009950473376,13.296786017391112,2,0.11926569599028901,18.42840521933209
oracle_v3,Oracle v3,oracle_v3,8,-6.711515142751399,0.07026532177715396,-27.080037603892144,7.385652481741375,2,0.09738276760132548,10.235992108520097
oracle_v3,Oracle v3,oracle_v3,9,-6.681041356168612,0.08151676528349269,-32.30541232558575,8.734265381594096,2,0.11297647272420563,12.10507422881586
oracle_v3,Oracle v3,oracle_v3,10,-6.66667925546972,0.08669665299870553,-36.46494869477864,7.734390821734828,2,0.12015543083346095,10.719318788855553
oracle_v3,Oracle v3,oracle_v3,11,-6.650603222123945,0.08095311188062804,-37.287642778345386,5.147760597421571,2,0.11219528896313288,7.134432195668943
oracle_v3,Oracle v3,oracle_v3,12,-6.635126977556702,0.07817852000014451,-35.25106628963551,1.6382276383006704,2,0.1083499008050514,2.270467669452468
oracle_v3,Oracle v3,oracle_v3,13,-6.619109354502193,0.07476170686596187,-37.18993805977717,3.3093562463883592,2,0.10361443940008491,4.586533756639204
oracle_v3,Oracle v3,oracle_v3,14,-6.593384575221325,0.09560651749492113,-35.10830916739097,11.1905450166077,2,0.1325038730187265,15.509304122176596
oracle_v3,Oracle v3,oracle_v3,15,-6.566033299429939,0.10949313705128431,-34.37891353308561,9.593131527828726,2,0.15174974581660824,13.295401978038628
oracle_v3,Oracle v3,oracle_v3,16,-6.544349023226741,0.10363503018437177,-35.196865334641785,4.038965003375096,2,0.14363082391920995,5.597719904008886
